NUMBER,MAG_APER,MAGERR_APER,MAG_AUTO,MAGERR_AUTO,MAG_PETRO,MAGERR_PETRO,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000
20430,20.330305,0.044486888,20.016853,0.06449194,19.995247,0.069663376,4659.327,7647.338,318.8237220920564,-0.21405012468159934
20431,21.81397,0.15487555,21.415026,0.18703562,21.419847,0.22289188,8108.969,7643.4824,318.29673060819454,-0.21462749745971196
20432,21.256935,0.09570789,20.849283,0.14828455,20.819822,0.1489669,2982.9238,7648.7124,319.07983115344615,-0.21383924941252339
20433,21.613323,0.12985496,21.647749,0.17510653,21.550669,0.21934696,1643.7515,7645.7637,319.2844157705047,-0.2142859477198417
20434,21.769028,0.14842705,21.55624,0.18941644,21.371695,0.23097391,1291.8685,7645.4355,319.3381712984942,-0.2143345639240518
20435,21.843447,0.15856828,21.762316,0.18276632,21.786764,0.19603443,7060.9233,7643.009,318.4568307636621,-0.21470532411623405
20436,18.06533,0.009616605,17.808226,0.010884871,17.786999,0.011380153,1685.1782,7663.4316,319.27808692208436,-0.21158704708603088
20437,22.524122,0.2906751,22.273125,0.21616179,22.645338,0.38856122,1896.6444,7646.159,319.2457820372406,-0.21422644151249015
20438,17.68603,0.0077888686,17.379717,0.00857028,17.361176,0.008973549,6607.645,7671.219,318.5260764727018,-0.21039763518963306
20439,20.64472,0.05727653,18.740053,0.04838188,18.856003,0.106071785,2517.9443,7702.7856,319.15086612390667,-0.2055777448937044
20440,21.507065,0.11850218,21.079779,0.166797,20.959188,0.20733123,4938.1426,7650.046,318.7811266603268,-0.21363614848275456
20441,20.95763,0.07436386,20.63812,0.10532439,20.609356,0.13423508,1556.0112,7650.0083,319.29781944748095,-0.21363711451993142
20442,15.837847,0.0030737405,15.511593,0.0029013208,15.511593,0.0029013208,7111.962,7694.3345,318.44903462636563,-0.20686446995335628
20443,20.639359,0.0569897,20.40556,0.0877081,20.38042,0.089561,1407.0588,7653.45,319.3205741851471,-0.21311078055104382
20444,18.888935,0.015813392,18.513454,0.020327678,18.47274,0.022086488,6575.1753,7663.1562,318.53103669084095,-0.21162944752761875
20445,20.6511,0.057537053,20.532173,0.07879886,20.562729,0.10444087,9026.783,7651.152,318.1565325822887,-0.2134498046637225
20446,22.1382,0.20673978,21.714767,0.22371577,22.018782,0.18770482,8551.214,7643.4087,318.2291757014674,-0.2146359391643551
20447,20.639101,0.056940194,20.48329,0.089593664,20.356562,0.100812756,2245.8726,7654.163,319.19243088271946,-0.21300484960455926
20448,21.45167,0.113129124,20.677954,0.13454105,20.517952,0.15462059,1159.5057,7654.4634,319.3583914277229,-0.21295485380481569
20449,21.849129,0.15948653,21.726067,0.18353625,21.785267,0.29013357,3915.8403,7646.8374,318.93730698473286,-0.21412668813351043
20450,14.645677,0.0017524401,14.309531,0.0015634786,14.309531,0.0015634786,1034.7295,7718.958,319.37745160875994,-0.20310205447477908
20451,22.04912,0.19012454,21.741983,0.25291732,21.680527,0.2837149,1763.0103,7644.5195,319.2661970029109,-0.21447639208877445
20452,19.86395,0.031091033,19.696402,0.03948017,19.595058,0.051733926,7600.829,7657.5347,318.3743536607712,-0.21248375109528933
20453,18.979683,0.016764602,18.728773,0.02067916,18.642954,0.026066048,8827.85,7665.1924,318.1869196973241,-0.211306511129952
20454,18.900553,0.015948396,18.613447,0.019898698,18.573591,0.022527317,3035.3726,7665.899,319.0718183529787,-0.2112138436000769
20455,19.175177,0.019127004,18.933819,0.02364041,18.877354,0.02810514,9148.267,7669.8965,318.1379768412076,-0.21058558892955584
