NUMBER,MAG_APER,MAGERR_APER,MAG_AUTO,MAGERR_AUTO,MAG_PETRO,MAGERR_PETRO,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000
10785,21.94641,0.17632554,21.624275,0.20683706,21.455788,0.29748246,4741.9375,5034.458,318.8110940480298,-0.6132279780138035
10786,16.271482,0.0034661328,15.978434,0.0035210922,15.978434,0.0035210922,8195.113,5081.482,318.2835203164897,-0.6060097270567155
10787,18.933426,0.015576974,18.69776,0.019252392,18.646017,0.022949895,4125.6167,5047.254,318.90525938089223,-0.6112737976376554
10788,22.061035,0.1959294,22.44071,0.43095168,22.717316,0.6799362,4253.791,5029.6167,318.8856761500762,-0.6139683265555933
10789,21.940327,0.1752329,21.924515,0.18839926,21.917599,0.35647714,7685.4663,5035.6343,318.36137867857144,-0.6130221767945673
10790,17.544743,0.0066986335,17.283495,0.0075241765,17.265665,0.007913935,8083.302,5059.551,318.30060123697,-0.6093619879658676
10791,21.166792,0.089296415,21.033201,0.105243586,21.123892,0.20086354,6841.479,5035.695,318.490319580166,-0.6130242247318645
10792,21.680676,0.13964784,21.646143,0.14700927,22.659708,0.6193317,5375.5835,5036.423,318.71428221022626,-0.6129253984539995
10793,21.925905,0.17327532,21.599876,0.23950222,21.508158,0.24650605,690.1444,5036.415,319.430137321065,-0.6129032376943531
10794,20.0275,0.03468144,19.786945,0.048797153,19.678888,0.05603839,8319.452,5044.3584,318.26452449138566,-0.6116788019930361
10795,22.106213,0.20334762,21.671001,0.26697218,21.92756,0.20711748,7748.0015,5035.3027,318.3518249643083,-0.6130718433311648
10796,21.772226,0.15130077,21.780495,0.14501806,21.905289,0.21674961,9272.888,5034.8477,318.1188746433891,-0.6131125479414958
10797,21.635265,0.13385235,21.508005,0.14034271,21.913551,0.37128043,4199.343,5038.7734,318.8939951036031,-0.6125694045506143
10798,20.070723,0.035859447,20.02925,0.047419444,20.235598,0.08127285,6538.4873,5045.7944,318.53661061299596,-0.6114846399972408
10799,21.59233,0.12918991,21.112204,0.1673049,20.955626,0.19732635,8697.393,5042.758,318.2067881307442,-0.6119162315395201
10800,20.260658,0.041717734,20.060202,0.064062834,19.948183,0.07268851,81.43034,5045.358,319.52313081841726,-0.6115269929441896
10801,19.749887,0.028003896,19.5441,0.0360539,19.556467,0.05120807,5140.727,5050.5176,318.750164821598,-0.610773106461983
10802,20.02093,0.034565352,99.0,99.0,99.0,99.0,1540.7689,5441.6865,319.30017691269927,-0.550999903465627
10803,20.757399,0.06282793,20.605856,0.08630743,20.56752,0.11027795,8228.689,5046.4165,318.2783902362504,-0.6113659879404794
10804,21.416428,0.11064791,21.035833,0.14850578,20.79678,0.1667665,4182.4946,5043.687,318.8965692110773,-0.6118186968874602
10805,21.947649,0.17623727,21.807997,0.21712023,21.94923,0.3786718,432.92963,5039.2036,319.46943252383824,-0.6124731605514153
10806,19.983564,0.03352853,19.725039,0.042262316,19.690886,0.059328333,7102.2266,5050.51,318.4504833254322,-0.6107577492621992
10807,15.69746,0.0026220956,99.0,99.0,99.0,99.0,4991.7593,5878.099,318.7729282322187,-0.48433888222402127
10808,18.917501,0.015422846,18.656218,0.019983836,18.623508,0.022944095,8101.1147,5058.287,318.29787989153397,-0.6095547820761245
10809,21.97298,0.1811257,22.011568,0.19666746,22.059023,0.23961706,6786.466,5038.506,318.49872449000077,-0.6125954658433225
10810,21.286692,0.09868393,20.657864,0.09893943,20.501123,0.19238529,8497.569,5047.1387,318.2373141592184,-0.6112507635806403
10811,20.99275,0.0768515,20.493265,0.10480869,20.47734,0.16918497,4896.2144,5047.005,318.78752276347734,-0.6113106944895598
10812,21.591383,0.12888162,21.595882,0.123301044,21.794678,0.30963972,6579.014,5042.913,318.5304189186439,-0.6119244172234765
10813,22.007366,0.18646592,21.788286,0.19025248,21.710638,0.35120538,4071.9592,5044.0034,318.9134575138527,-0.6117703523406699
10814,21.052538,0.080645844,20.838573,0.12627088,20.709839,0.12935705,7568.1567,5046.356,318.37930058909683,-0.611385930769845
10815,22.261383,0.23424654,21.924452,0.25093547,21.84559,0.26473564,826.8276,5042.6025,319.4092556355775,-0.6119600197127586
10816,21.093998,0.083440274,19.598063,0.09602373,19.573784,0.10371705,6627.2705,5066.406,318.52304653760837,-0.6083347809876478
10817,21.720392,0.14463337,21.564373,0.13896535,21.995161,0.38796225,7156.2983,5048.635,318.44222240575255,-0.6110434774052836
10818,20.359922,0.045262717,20.11098,0.066993184,20.051317,0.07679834,5226.2407,5053.41,318.7370995629717,-0.6103308285658057
10819,21.676819,0.13862844,21.22218,0.19517915,21.573427,0.14008492,4441.4214,5048.068,318.8570087515155,-0.6111492970389008
